0	Anatomy::UBERON:0001295
1	Gene::6954
2	Anatomy::UBERON:0000473
3	Gene::127845
4	Anatomy::UBERON:0002185
5	Gene::11346
6	Gene::7424
7	Biological Process::GO:0045776
8	Gene::4297
9	Gene::8351
10	Compound::DB00635
11	Side Effect::C0042384
12	Gene::200879
13	Gene::10610
14	Anatomy::UBERON:0001296
15	Gene::55159
16	Anatomy::UBERON:0000998
17	Gene::1359
18	Gene::10472
19	Gene::2771
20	Gene::1244
21	Gene::5607
22	Gene::3988
23	Gene::9641
24	Gene::6134
25	Gene::7412
26	Gene::322
27	Biological Process::GO:0051054
28	Gene::64064
29	Molecular Function::GO:0008260
30	Compound::DB00667
31	Side Effect::C0032343
32	Gene::5252
33	Biological Process::GO:0031061
34	Gene::79649
35	Cellular Component::GO:0005815
36	Gene::2079
37	Gene::3108
38	Gene::51444
39	Biological Process::GO:0070647
40	Compound::DB08868
41	Side Effect::C0038454
42	Gene::8898
43	Biological Process::GO:0031644
44	Gene::6191
45	Cellular Component::GO:0022626
46	Gene::51400
47	Anatomy::UBERON:0000991
48	Gene::6167
49	Gene::8731
50	Biological Process::GO:0036265
51	Gene::6608
52	Biological Process::GO:0007228
53	Gene::8872
54	Gene::7157
55	Gene::10273
56	Gene::8061
57	Biological Process::GO:0031960
58	Gene::1649
59	Biological Process::GO:0044257
60	Gene::22920
61	Pathway::PC7_4688
62	Anatomy::UBERON:0003126
63	Gene::23231
64	Anatomy::UBERON:0002107
65	Gene::23135
66	Gene::54658
67	Biological Process::GO:0045833
68	Gene::80830
69	Gene::5076
70	Biological Process::GO:0048596
71	Gene::29978
72	Biological Process::GO:0045745
73	Gene::25759
74	Pathway::WP673_r80202
75	Gene::5648
76	Gene::8452
77	Pharmacologic Class::N0000175372
78	Compound::DB00191
79	Anatomy::UBERON:0000057
80	Gene::4016
81	Gene::5581
82	Biological Process::GO:0060193
83	Anatomy::UBERON:0002367
84	Gene::56895
85	Gene::7846
86	Gene::27183
87	Gene::7375
88	Gene::10075
89	Anatomy::UBERON:0000029
90	Gene::64411
91	Gene::323
92	Biological Process::GO:0030198
93	Gene::151531
94	Biological Process::GO:0009218
95	Anatomy::UBERON:0000997
96	Gene::287
97	Gene::8829
98	Biological Process::GO:0070372
99	Gene::79814
100	Molecular Function::GO:0016813
101	Gene::163
102	Gene::9729
103	Gene::80216
104	Gene::29083
105	Anatomy::UBERON:0000178
106	Gene::10219
107	Gene::5781
108	Biological Process::GO:0045859
109	Gene::9618
110	Gene::10409
111	Anatomy::UBERON:0000948
112	Gene::8612
113	Compound::DB00412
114	Gene::1565
115	Compound::DB00441
116	Gene::3107
117	Anatomy::UBERON:0000955
118	Gene::493860
119	Gene::8626
120	Gene::55728
121	Gene::26
122	Biological Process::GO:0071407
123	Gene::6642
124	Gene::23204
125	Compound::DB00591
126	Side Effect::C0037199
127	Gene::29945
128	Biological Process::GO:0051983
129	Anatomy::UBERON:0002450
130	Gene::65056
131	Anatomy::UBERON:0001231
132	Gene::7515
133	Anatomy::UBERON:0002240
134	Gene::84246
135	Gene::400073
136	Gene::7465
137	Gene::11284
138	Gene::23252
139	Gene::23154
140	Anatomy::UBERON:0000474
141	Gene::29126
142	Gene::2113
143	Gene::2063
144	Gene::57148
145	Biological Process::GO:0007264
146	Gene::2877
147	Gene::22934
148	Gene::4641
149	Molecular Function::GO:0016818
150	Gene::342184
151	Biological Process::GO:0072028
152	Biological Process::GO:1903827
153	Gene::7224
154	Biological Process::GO:0098771
155	Compound::DB00738
156	Side Effect::C0042571
157	Gene::813
158	Gene::8030
159	Gene::4905
160	Gene::5800
161	Gene::53615
162	Biological Process::GO:0006342
163	Gene::821
164	Gene::7276
165	Gene::23545
166	Molecular Function::GO:0015399
167	Gene::8648
168	Gene::10011
169	Disease::DOID:3083
170	Gene::55198
171	Gene::85358
172	Biological Process::GO:0072657
173	Anatomy::UBERON:0000483
174	Gene::1479
175	Gene::7743
176	Biological Process::GO:0000423
177	Gene::6491
178	Gene::79143
179	Gene::84698
180	Gene::7124
181	Biological Process::GO:0017038
182	Gene::51412
183	Cellular Component::GO:0090544
184	Anatomy::UBERON:0001017
185	Gene::57669
186	Gene::4957
187	Gene::54681
188	Gene::9276
189	Gene::55193
190	Gene::991
191	Gene::30
192	Gene::51719
193	Anatomy::UBERON:0000970
194	Gene::408050
195	Gene::4969
196	Biological Process::GO:0007409
197	Compound::DB00680
198	Compound::DB00850
199	Anatomy::UBERON:0000033
200	Gene::115703
201	Gene::9134
202	Pathway::PC7_2519
203	Gene::610
204	Pathway::WP1992_r78296
205	Gene::23054
206	Biological Process::GO:0002791
207	Anatomy::UBERON:0002368
208	Gene::3883
209	Gene::1571
210	Anatomy::UBERON:0001044
211	Gene::22902
212	Gene::5367
213	Pathway::PC7_7457
214	Gene::266675
215	Gene::26038
216	Biological Process::GO:0070734
217	Gene::1950
218	Anatomy::UBERON:0001021
219	Gene::3363
220	Gene::6990
221	Gene::7923
222	Gene::92270
223	Cellular Component::GO:0016469
224	Gene::51564
225	Pathway::PC7_2681
226	Gene::54997
227	Biological Process::GO:0030097
228	Gene::7874
229	Gene::5250
230	Gene::28960
231	Compound::DB00295
232	Side Effect::C0041834
233	Gene::2671
234	Cellular Component::GO:0031970
235	Gene::152519
236	Molecular Function::GO:0022857
237	Gene::9915
238	Gene::5434
239	Gene::1909
240	Biological Process::GO:0032504
241	Compound::DB01030
242	Gene::4616
243	Compound::DB00961
244	Side Effect::C0027769
245	Compound::DB00778
246	Side Effect::C0030554
247	Gene::10059
248	Gene::7128
249	Biological Process::GO:0090289
250	Anatomy::UBERON:0000992
251	Gene::594
252	Gene::7574
253	Gene::121274
254	Gene::134353
255	Molecular Function::GO:0071209
256	Gene::351
